MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
HD 214764,339.7724440266623,+58.9274858748755,79.726,-0.196,6.99,
HD  10019,024.2013519667619,-48.8039020068303,-9.236,32.006,6.84,
*  23 Her,245.7354137896161,+32.3330110708824,21.916,-7.473,6.404,
V* AV Mic,310.3527709458821,-42.1337832089797,46.627,-32.891,6.35,
HD   4304,011.2497587522921,-53.7148936597480,224.559,3.150,6.15,
TYC 8363-1755-1,277.734337,-48.014833,-62.9,-29.4,6.65,
HD 190879,302.2660421843692,-47.0679298164081,44.108,-63.983,6.457,
HD 184701,293.9614032897009,-02.4557350512545,-75.044,-56.413,6.98,
HD 171779,278.48622720,+52.35351575,-4.19,2.61,5.380,
*  60 Cyg,315.2955324272633,+46.1557756057539,7.703,1.847,5.432,4.23
* kap Tuc,018.94234275,-68.87592657,412.11,127.74,4.25,
HD  86513,149.9008936412696,+29.6452320410885,-94.555,-38.525,5.744,
V* GM UMa,153.4326636865871,+50.4965753496096,13.973,-0.057,6.63,
V* R CrB,237.1433949911457,+28.1567495052124,-2.447,-11.806,5.71,6.44
* bet Hyi,006.43779316,-77.25424612,2219.54,324.09,2.79,3.52
HD 176626,284.7739749044503,+43.7210186759505,2.023,15.060,6.85,
HD 130933,223.1223527936913,-48.2470606074477,11.696,0.721,6.96,
HD 132736,224.8540587007781,+39.6448938954600,-5.173,31.222,6.68,
HD  28124,066.7130664551726,+17.0286325986056,24.463,-48.986,6.83,
* rho Cet,036.4875251573434,-12.2904714637547,-11.786,-10.441,4.866,
HD 109519,188.7840302854536,+21.8813842680123,20.231,-20.250,5.86,
HD 184922,294.5019380666487,-32.9127976755787,29.153,-27.558,6.86,
HD 141853,237.9099799312991,-14.1335862375171,-22.217,-7.572,6.207,
HD 136187,230.2697021385588,-47.7603533992670,75.538,-17.003,6.76,
HD  47220,099.4180256991062,+02.7041601726643,-39.298,-49.241,6.172,
*  22 Com,188.3925800778808,+24.2829841446809,-11.887,-8.999,6.243,
* del02 Aps,245.1118960704488,-78.6674959749137,-1.321,-31.507,5.247,
V* HN CMa,108.1007317192089,-27.4747551603918,-11.335,-7.873,6.590,
HD  91904,158.9651573181929,-49.2310679375515,-13.813,5.105,6.95,
* omi Gem,114.7914010226280,+34.5843001675606,-39.197,-103.749,4.90,5.41
HD 137630,231.4987402763561,+32.4740497008350,-12.207,-23.077,6.996,
HD   5490,014.5530055927738,+70.4963601128842,9.339,-3.441,6.97,
HD 161921,266.8827910985604,+18.8893566876311,-3.277,2.928,6.67,
HD  81134,140.6523819777420,-39.7752847669766,-76.260,59.487,6.515,
HD 140901,236.8712528199935,-37.9163117519325,-415.238,-214.031,6.01,
* lam Ser,236.6108934547706,+07.3530671242901,-224.107,-69.384,4.42,5.13
HD  88015,151.8988196316409,-48.2608193819577,-15.329,4.063,6.384,5.57
HD 129537,220.6768466655988,+14.7085754346509,-12.599,-7.840,6.57,
V* V928 Sco,239.4533427199959,-23.5273029691351,-8.125,-17.498,6.771,
* ups Gru A,346.723437042,-38.892290969,34.1,6.3,5.70,
HD  11031A,027.314750,+47.896947,-24.7,-1.4,6.456,
HD  17624,042.7201127833052,+35.3938995338728,48.826,3.251,6.49,
* bet Ara,261.3249514696,-55.5298852125,-8.51,-25.24,2.85,5.87
* eps Car A,125.628474100,-59.509480700,-25.3,22.7,2.01,
V* NR CMa,111.78329183,-17.86486144,-2.52,1.45,5.625,
CCDM J23120-1156AB,347.99820609,-11.93355370,22.71,-26.26,7.0,
HD  77353,135.4916136221600,-00.4826712781646,-48.321,68.402,5.627,
HD  24892,059.1194481535604,-25.1813413051790,106.619,-280.544,6.88,
* psi02 Aqr,349.4758905025,-09.1825187567,17.13,-11.70,4.40,3.72
*  54 Psc,009.8408562975121,+21.2504766813144,-462.056,-369.814,5.88,7.29
* ksi02 CMa,098.7641191154537,-22.9648031497184,15.437,18.682,4.50,
*   4 CVn,185.9458812282306,+42.5427408280744,-79.651,13.203,6.022,
HD  75276,131.8285186647245,-46.1554147623455,-4.902,4.223,5.748,6.71
HD 168694,274.9669576316877,+29.6663905380024,-2.332,3.175,5.993,
V* EZ UMa,141.4340446100660,+63.9409390412994,-12.903,-35.153,6.227,
HD 202975,319.6646633053236,+24.6594571043691,-1.485,-14.589,6.62,
HD 165402,271.5308279158,-08.3239553311,-3.76,-16.57,5.859,5.83
*  27 CMa,108.5633829896,-26.3525086683,-6.91,3.17,4.65,3.76
V* AR Cet,030.1117612762,-08.5238736022,86.13,-19.57,5.51,8.37
*  41 Vir,193.4571694685898,+12.4183952093630,42.035,-19.841,6.241,
HD 101545A,175.154196,-62.568075,-3.3,11.9,6.876,
* tet Phe,354.86643401,-46.63779989,22.37,40.39,6.09,
HD 181470,289.7547878496511,+37.4453458774674,9.966,18.817,6.260,6.190
HD  80046,139.3872145604107,+00.5548860244778,18.168,-24.224,6.96,
*  65 Psc A,012.471529,+27.710306,,,6.293,
HD 208132,327.9052011914679,+65.7527080883889,-4.336,-21.639,7.0,
* eps Lup,230.6702844025,-44.6896151769,-22.86,-18.87,3.366,2.46
HD  44766,096.2198029762636,+29.7070608215528,-2.458,-14.350,6.697,
HD 114922,198.5836649268287,-42.8521884925362,-97.197,-39.916,6.71,
HD 222618,355.4773448406915,+57.2599536220686,6.813,-4.969,6.220,8.090
HD  15385,037.3070090057894,+23.4690248684011,86.606,-21.136,6.190,6.480
HD  20176,048.4081063488075,-29.8041305876391,14.910,-3.301,6.162,
* D Vel,130.9178134118376,-49.8227986699234,-4.139,3.628,5.16,3.93
HD 117203,202.0781396517398,+31.1492315418637,1.567,0.211,6.90,
HD  38670,087.0931871653975,+20.8694906063166,12.411,-23.281,6.021,
*  84 Tau,067.7799589377829,+15.1050387013853,43.90,-52.28,6.303,
HD 212150,334.5851226467552,+76.4880414524987,12.740,3.734,6.630,6.550
HD 123977,212.1918601711446,+59.3376473304764,-123.462,-21.884,6.471,
HD 197036,309.8463628536505,+45.6669275813599,3.960,-1.493,6.607,5.94
HD  56941,110.2629094720738,+42.6559133342601,-17.239,-36.040,6.320,9.350
* omi Lup,222.9095953771,-43.5753601517,-25.20,-27.13,4.313,3.59
HD  60503,113.7479249788214,+04.4395176307801,-3.846,-1.879,6.79,
HD  31726,074.4361847145224,-14.2319146232384,-0.07,-11.06,6.139,
HD 178637,287.2416762112288,+11.2935389048669,-16.865,-18.532,6.65,
HD  88655,153.2540858701024,-19.6891644310396,-12.746,15.108,6.86,
HD 199251,313.7405348673970,+33.7640055861723,-4.657,-7.128,6.93,
HD  37981,085.7419811184680,+14.1785006765371,-47.261,-9.078,6.717,
* c Ori,083.84651779,-04.83835781,4.52,-7.11,4.59,3.46
* zet Lup,228.0712331483,-52.0992477544,-112.92,-71.18,3.41,4.99
V* UU Aur,099.1368231911717,+38.4455093463880,0.185,-20.738,5.25,
HD  28776,067.6680416018874,-35.6535108815863,1.13,30.88,5.950,
HD 212643,336.5446009091302,-23.6824472911042,12.589,-1.565,6.276,
V* DD Lyn,118.9201097733810,+35.4126861057102,-58.542,-26.459,6.221,
HD 155102,256.9444736729836,+40.5160630356231,-39.187,-34.543,6.360,6.420
* phi And B,017.375635800,+47.241729661,0.0,-10.8,5.62,
* tet Per,041.0499460083,+49.2284475333,334.66,-89.99,4.11,4.62
HD 215093,340.7049658575651,+00.2318377103801,23.823,-1.830,6.974,
HD  12477,029.9213640826125,-66.0665597952292,33.497,6.413,6.078,
HD  58552,111.6157763293068,+10.6080681033962,-36.007,0.776,6.377,
HD  36553,082.5394994981112,-47.0776536112242,20.163,-132.345,5.453,
HD 157097,260.7281199780582,-37.2207886475363,19.40,-38.80,5.914,
HD  86322,150.4971561440840,+74.7590908539294,-51.156,-37.114,6.894,
*  71 Peg,353.3670584525,+22.4987762658,9.92,-16.89,5.42,
* s Vel A,157.9893180842362,-45.0667168123644,-14.258,-1.435,5.668,
HD  26702,063.7169476098431,+37.5426719248396,-6.756,-4.116,6.308,
* rho Boo,217.9574567387,+30.3714383575,-100.90,120.73,3.59,6.33
HD 172923,279.6009033803551,+63.5328661341488,-21.295,16.273,6.84,
*  38 Lyn B,139.7103602176059,+36.8020726144075,-26.513,-127.261,6.09,
*  36 Her,250.1464607202572,+04.2072021717518,0.364,-9.859,6.93,
HD 122909,210.4610432564976,+68.6786761398196,-34.509,-4.448,6.329,
V* OX Vir,181.3960087936739,-05.8458873227191,-27.825,3.249,6.70,
HD 211718,334.6960210934384,+19.9621369596201,78.990,-55.004,6.860,9.540
HD 190275,300.6942121218988,+37.8127926402163,5.811,5.440,6.912,
HD  22166,052.7187646301971,-62.0079894615357,36.177,27.388,6.79,
* iot Mic,312.1214491380670,-43.9885102581165,178.881,-112.407,5.10,
HD 118998,205.4026276669904,-45.4938292174409,30.033,-33.149,6.88,
HD 169223,275.7622078242321,+16.6879961487304,-11.668,-15.541,6.220,
* tet Nor,243.8138247567286,-47.3720197350071,-34.771,-45.813,5.124,
HD 142542,239.0584593842343,-31.7858810084586,49.276,4.643,6.284,
HD  70652,125.7253943875173,-07.5431212575183,-11.339,6.048,5.918,
* kap UMa,135.90636507,+47.15652473,-36.19,-55.40,3.55,
V* RR Lyn,096.6076504726566,+56.2850990554436,-25.966,21.214,5.54,
* rho Tuc,010.6182160964188,-65.4680303404668,53.432,41.355,5.381,
HD 145532,242.2889474296470,+50.1808635067595,-7.707,17.534,6.85,
*   2 Sex,144.6137067646,+04.6492905861,-163.18,-50.88,4.68,7.45
V* V828 Her,284.0158315559406,+17.9953374124351,-2.401,-6.689,6.63,6.15
HD  71830,127.3771775537225,-00.9600498864434,-9.069,-9.189,6.69,
* nu. Sco A,242.9988888920837,-19.4606903307881,-6.865,-28.255,4.349,
* d01 Vir,190.4879900520712,+06.8066164738795,-71.820,-11.300,5.573,
HD  37617,085.3128915222649,+33.9189183880840,14.241,-15.877,6.92,
HD 106887,184.37739479,+28.93719108,-33.85,36.11,5.711,
*   2 Cas,347.4339115521279,+59.3326898169061,0.405,0.802,5.679,6.33
HD 138289,234.8266524052634,-77.9180057619616,-79.256,-130.896,6.181,
HD 201567,317.6955827920251,-09.3540749634442,116.718,-58.316,6.267,
HD  34656,080.1795096009260,+37.4386703461580,0.130,-4.484,6.76,5.87
V* V721 Mon,095.8996599364285,-09.8747294888530,-2.562,3.641,6.134,
HD  31532,072.8365498886816,-68.0696529190804,-60.239,60.748,6.82,
HD 100456,173.4014416630383,+02.4990333088857,22.717,-17.328,6.48,
HD 193194,305.0604161779,-34.5852928325,44.67,-53.69,6.63,
HD  83069,144.1785508858,+31.1617334297,2.56,-44.12,5.56,9.01
HD 199223,313.91949225,+04.53272137,60.96,10.48,6.05,
* d01 Pup,114.8639097396,-38.3080218219,-21.11,15.81,4.84,3.99
* tet01 Eri,044.5653300792446,-40.3046793515481,-54.461,23.503,3.18,
HD   2760,007.7495527195615,-10.0846993068847,-27.952,-19.020,6.883,
HD  26546,063.1306432557584,+17.2774603437996,49.115,-19.590,6.087,
RX J1724.2+6957,261.07133,+69.94653,,,4.89,
HD  77912,136.6323691588910,+38.4522154479693,-27.653,-15.055,4.539,
HD 155500,257.9384955324693,+07.8947621522606,31.877,13.414,6.333,
HD  64225,117.5992623110048,-50.5094665955258,-67.575,-42.050,5.907,
*  18 Leo,146.5971993777233,+11.8100453978982,-16.587,17.122,5.644,
HD 175726,284.1548843249227,+04.2651285615710,-2.236,-84.711,6.71,
HD 128582,219.7951926218562,-46.5844751356991,-198.202,-214.385,6.07,6.61
*  85 Gem,118.9162279301295,+19.8839685196700,-15.349,-40.175,5.365,
V* DK Dra,183.9228807115784,+72.5511960323033,-9.045,-24.830,6.30,
V* BY Boo,211.9823166858,+43.8544516511,11.63,-30.08,5.28,8.52
V* WZ Dor,076.8917872318049,-63.3996804328220,13.41,-43.83,5.205,
HD 125158,214.9645897489102,-61.2729747589424,-165.290,-89.306,5.23,
HD  22382,053.2148214884225,-61.0168726210415,76.671,47.415,6.421,
HD  82734,143.3019162655224,-21.1157222936490,-20.479,15.125,5.003,
HD 132883,225.3972651428086,-03.1642533786913,12.397,-89.217,6.69,
HD 116287,200.5628324876558,+30.2919375665407,18.605,-34.114,6.79,
HD 186063,293.7926152851500,+74.3774842450562,9.661,15.655,6.99,
HD  57758,110.3686585450117,-28.1911964842440,-25.866,8.729,6.99,
HD 138085,232.3004840034044,+16.3956179575501,-32.367,60.817,6.382,
HD  88806,153.5373349579567,-23.8139458701005,-25.700,10.711,6.357,
HD 212691,336.2640642577894,+51.2558683048356,49.425,26.698,6.518,
HD  50711,103.3420120525944,-24.6844108068217,-22.090,-24.835,6.520,
V* AC Lep,090.0735846365982,-12.9000320347217,-5.291,-50.340,6.195,
HD  55964,107.9810431819201,-56.1555005754641,-22.513,47.805,6.67,
HD   4088,010.6747911519698,-60.2628069975840,263.624,-51.105,5.98,
V* R TrA,229.9404679589845,-66.4960393672611,-5.113,-8.317,6.39,7.29
HD  66552,121.1887640457002,+18.8420214512787,-24.304,-19.985,6.210,6.060
HD  25293,060.8421602569296,+48.8408559659319,-2.211,-17.531,6.96,
HD  87855,151.9401320397314,-07.6307699119022,-55.096,-15.055,6.66,
V* RS Vul,289.4166357058683,+22.4412105982585,2.760,-8.100,6.85,
HD 118741,204.42886544,+50.71484134,-11.85,4.98,6.450,9.660
V* KQ Lup,232.3302844251865,-38.6350237605970,-29.022,-75.367,6.43,
HD 194640,306.9343450390601,-30.8678462946428,-14.071,-521.451,6.62,
HD  19978,050.0822763304286,+77.7347567653910,66.298,-65.600,5.444,
HD 201636,316.5970927905526,+71.4317966008122,-49.656,-115.305,5.877,
HD  75374,132.4531592853216,+07.0147683457744,7.730,-5.950,6.68,
HD  83087,143.8526215445980,-22.6859780646417,-76.307,-26.455,7.00,
HD 209977,331.7606317875479,+11.7676689841652,-26.287,-33.891,6.86,
HD 216446,341.8710884663117,+83.1538274418700,24.943,47.532,4.78,
HD  39881,089.0143041114370,+13.9249155170881,373.005,-482.990,6.600,
HD  49131,101.3799527395149,-30.9489796574523,-3.201,4.435,5.68,4.48
HD 156208,259.0594193307996,+02.1862023510903,11.108,-17.029,6.18,6.57
*  68 Oph,270.4383284904,+01.3050770906,15.93,-13.29,4.429,
HD 222060,354.5995244126781,-76.8695443685472,83.598,-24.866,5.983,
HD 178484,287.2176953844333,-02.2871898969982,11.616,19.879,6.587,
HD  22017,053.3383020454949,+13.7824145956393,-11.103,-19.920,6.900,8.950
HD  10132,024.9922754505758,+41.6667338295610,43.180,-3.119,6.85,
HD 152293,253.6122564745195,-42.4788847124733,-0.508,-9.415,5.839,
HD  63210A,117.094208,+18.336783,18.8,-21.6,6.89,
V* V567 Cas,001.2756291441069,+61.3139701465376,14.994,2.157,5.791,
HD 186133,296.1155350066163,-41.6091342043004,10.099,-6.594,6.83,
* del Sex,157.3695925679,-02.7390795153,-48.86,-13.43,5.180,
CCDM J18345-3449AB,278.61364861,-34.81571342,13.89,16.76,6.8,
HD 157841,261.4977511088529,-06.5818368327322,0.209,-14.477,6.96,
HD  39286,088.0975226160829,+19.8678499946029,-4.581,-3.444,5.985,
*  33 Cet,017.6398067236305,+02.4456743032213,-7.648,-13.681,5.942,
HD  17039,040.9815206423491,-07.9124831644154,24.252,-63.879,6.55,
HD 149059,247.9852328286186,+09.4143826844063,-10.171,-20.135,6.50,
HD 172211,280.9055712626021,-64.5514259958180,13.127,-47.462,5.757,
HD 100055,172.7927336298909,+48.7895723145746,-25.925,-25.989,6.524,
HD  70574,125.6256826124671,-06.1791564488694,-60.059,1.260,6.140,
HD 159797,263.9476052486916,+19.8437669069659,-54.830,-22.225,6.52,
HD 160748,265.7785982078018,-33.0512885067272,-2.36,-4.78,6.45,
HD  15005,036.2345184520986,-03.8928178222356,0.253,-62.419,6.889,
HD  25175,060.1536991073689,+17.2966586364641,1.792,-31.228,6.305,
HD  61987,115.1808055547628,-27.9453536530881,-7.415,5.194,6.743,
HD 171975,279.3025762135871,+11.4215037137522,-14.156,-8.071,6.560,6.320
HD  13423,032.5200253382426,-43.8155737190633,57.140,-9.012,6.322,
HD 150493,250.3197276406522,+01.2454358364696,-10.739,-13.696,6.395,
HD  38058,086.8843328031217,+63.5988477736848,-11.949,19.559,6.49,
HD 171406,278.3459945461605,+30.8921119473950,1.001,-7.970,6.534,5.96
HD  33555,077.7417683481658,-02.2541143956237,85.66,-151.09,6.236,
HD  42352,092.6973275947646,+13.6594708024154,-0.173,-2.495,6.918,6.12
V* V3879 Sgr,280.7295815490277,-19.2842126041781,-11.735,-33.119,6.35,9.66
HD  56955,109.5511619492460,-22.3393300298417,-2.162,1.239,6.68,
HD  28102,066.4263088222835,-09.9266339351020,6.303,-3.015,6.65,
HD  82265,142.8340798296,+12.8588482769,12.18,-25.67,6.90,
* c02 Cen,221.2466740486293,-35.1918263892840,9.255,-3.943,4.924,
HD 131826,223.8691127762157,+12.4307653423385,-32.646,-44.183,6.780,6.850
*  42 Peg,340.3655029900,+10.8313633103,77.22,-11.38,3.41,3.10
HD  24834,059.1152685457224,-13.5975350375143,10.031,3.281,6.38,
HD  30557,072.7888461240097,+48.7406565843979,-37.597,-30.622,5.643,
HD  34004,080.1595244801720,+71.7147103633936,-25.281,-16.480,6.570,
* chi Aql,295.64170119,+11.82658397,1.75,-10.11,5.310,5.880
HD 121325A,208.7425095810709,-08.0588447851231,-173.185,-33.473,6.62,
HD 102627,177.2577040464232,+16.1324418825411,-15.964,12.139,6.840,
HD 146745,244.8216265265265,-35.4908885050590,-36.388,-33.351,6.62,
HD 131473A,223.347292,+15.705183,-20.2,29.8,6.82,
* gam Ret,060.2242024954,-62.1592847261,3.03,34.67,4.50,7.93
HD 187730,297.6878001103377,+20.2114262127701,-8.703,12.282,6.72,
* ksi01 Lib,223.5953085349466,-11.8983479417393,-53.023,-8.920,5.788,
HD  58425,112.7194929591215,+68.4656344376805,-6.904,-39.908,5.643,
HD 218525,347.0517347185950,+44.5618487620293,28.411,2.603,6.513,
HD   5621,015.9157909958119,+84.6068824913514,65.032,-16.240,6.73,
HD 128402,219.0286361320090,+23.2503601287180,-10.611,27.038,6.370,8.320
HD   1089,003.7427584016895,-34.9042240227800,75.876,-11.693,6.159,
HD 151579,252.3884467743903,-31.6513748686405,-27.096,-10.596,6.83,
HD 136947,231.4368631508347,-53.0579537676995,31.171,4.384,6.71,7.16
* i Her,251.4578834563600,+08.5826097347377,-1.836,14.851,5.15,8.62
* mu. Cap,328.3240408377418,-13.5517722823483,311.132,13.456,5.08,
HD  10530,025.6333561809877,-08.6594952881232,48.893,28.494,6.970,9.170
*  28 Aur,087.2159130047293,+39.5336166790503,-0.052,-26.270,6.800,8.020
HD 166023,272.5242231689765,-30.7286664646169,12.525,-28.605,5.65,
HD 214080,339.0268165056164,-16.3879888198094,3.492,-18.155,6.93,6.00
HD 155078,257.4497926873575,-10.5233014992172,54.386,-107.953,5.430,
HD 127167,217.4604916382831,+00.8289288965625,13.639,8.398,5.966,
HD  57821,110.5563708775,-19.0166012775,-1.69,-6.91,4.950,4.53
HD  73190,130.7136742710570,+73.1692025178505,-7.182,-5.373,6.94,
HD 156293,259.6992859091330,-44.1297471249469,-12.690,-16.135,5.736,
HD 105274,181.8164812799219,-64.6817777211289,-158.190,8.088,6.84,7.24
HD 112987,194.7731879272045,+70.5968249210112,15.146,3.197,7.00,
V* X Oph,279.5880488184934,+08.8341108938832,5.126,15.207,6.40,8.61
HD 139915,235.9803185609465,-60.2872188266737,-2.462,-5.517,6.475,
HD 175592,283.8766936349459,+14.3849288761449,51.934,-22.161,6.61,
* gam Cyg,305.5570909821,+40.2566791564,2.39,-0.91,2.23,3.44
HD  56593,109.27906497,-12.03391572,29.05,-59.80,6.712,
HD 119637,205.8577159973000,+45.5202705996337,-13.479,7.549,6.69,
HD  42341,092.3938488122567,-14.5846165781493,-16.601,29.741,5.555,
HD 188548,299.2046511994170,-30.5702149833408,45.574,-12.084,6.56,
*  10 LMi,143.5557559934880,+36.3975600854984,7.280,-23.200,4.60,
HD  82232,142.5936781600309,-15.5773518677060,-93.230,-66.096,5.849,
HD  35528,080.9119797641701,-37.3366850910314,10.357,8.702,6.803,
HD  78949,137.2226218174073,-53.5934253664401,-6.168,5.135,6.81,
* sig Pup,112.3076270487,-43.3014332394,-59.55,188.31,3.25,6.54
HD  94366,163.2554192655276,-35.4890490489109,-10.443,0.376,6.782,
HD 130870,222.4843861018983,+24.7204856792218,-38.077,6.458,6.77,
* alf Cam,073.5125433263,+66.3426767964,-0.13,6.89,4.29,3.47
HD 198031,312.0570124895428,-19.2602978098274,37.540,-24.460,6.80,
HD  14412,034.7437695599448,-25.9456870769050,-217.662,444.584,6.34,
HD 150453,250.4737482401797,-19.9243660566049,18.266,44.801,5.559,
HD  43843,094.5352869975929,-06.7253842728555,36.254,36.824,6.79,
* kap Dra,188.3705919073186,+69.7882314151456,-58.162,11.802,3.89,3.18
*  30 Cam,088.0718910146399,+58.9640897993796,-0.652,-21.011,6.132,
HD  91106A,157.7448535044500,-07.6375493557044,-34.099,-1.793,6.32,
HD  36734,082.9000099451929,-45.9253169702294,16.224,35.219,5.844,
HD 137709,232.3511277649176,-46.7327034993706,-7.616,-6.105,5.222,
* ome For,038.4612533821747,-28.2323302885384,-13.290,-5.532,4.96,4.7
HD 126241,216.7795264667091,-65.8216464522065,-18.73,-13.75,5.828,
V* GO And,012.5761067986307,+45.0022621978965,65.353,4.133,6.15,6.13
*  36 Oph B,258.8374359304838,-26.6028220505058,-466.541,-1142.063,5.03,
CCDM J21565+5948AB,329.11385848,+59.79510444,22.29,-0.08,6.97,
HD   4391,011.4399706900888,-47.5519851407043,183.614,79.271,5.794,
HD 153914,255.49573534,+08.45066584,28.35,1.49,6.39,
HD   7724,019.3504639703833,+31.7446164301999,-45.93,3.65,6.360,8.630
HD  69280,123.7362588256661,-35.6887047317349,-10.515,35.972,6.80,
HD  77570,136.3281387749254,+50.8237900933026,-102.710,-69.295,6.780,7.190
HD 102365,176.6294666332125,-40.5003555489850,-1530.558,402.910,4.88,5.65
HD  99062,170.9480271608111,-36.0892086887753,-26.527,1.995,6.98,
* bet Mic,312.9948408772127,-33.1779738229580,7.48,-5.30,6.055,
HD 154319,254.7607225289437,+69.1862464119248,-1.035,-41.279,6.410,7.430
HD 186837,297.5906524575536,-61.0611205676376,3.388,6.146,6.206,
* mu. Dra,256.33385014,+54.47002762,-58.16,67.87,4.92,
HD  71196,126.3291732795207,-21.0459559568589,-33.969,61.299,5.987,
HD  45563,097.0698652680774,+01.9126812018779,-5.615,-15.428,6.450,
HD  23055,055.3432915155013,-19.5843881719157,-8.541,3.300,6.578,
HD 113902,196.9095132809215,-53.4597607367429,-37.128,-21.995,5.698,
HD  51814,104.7376019838131,+03.6023560697847,-4.148,-3.718,5.947,
HD 201892,318.0510640097296,+11.7815024439345,7.541,-13.420,6.97,
KPS 0343-204,121.175,+39.747,,,6.89,
HD 173638,281.6805185791378,-10.1250471408255,-0.297,-2.691,5.717,6.7
HD  60922,113.9765541120304,-23.5486886372859,3.230,-4.686,6.78,
*  58 Per,069.1726257250,+41.2648114722,-4.56,-17.84,4.26,6.31
HD 143101,240.2769520543951,-54.5779059578885,-38.258,-41.213,6.124,
* y Vel,144.5060510104529,-43.1909348790530,27.196,-36.929,5.50,7.18
HD 166114,272.7731747185655,-41.3591145692667,31.515,-37.400,5.845,
HD  18552,045.0495255505979,+38.1317222316913,20.145,-22.389,6.11,5.67
HD  42937,094.8990989269361,+69.5690767111975,-31.159,-40.022,6.76,
HD 108309,186.7005896055967,-48.9131941768974,-641.922,-80.651,6.26,
HD 180575,289.9059297690576,-51.5726042065496,21.321,-40.555,6.572,
HD  63399,116.8108095611274,-36.0735998104950,-35.007,26.967,6.45,
HD  73029,129.7919918901676,+59.9391072140233,-33.234,-36.508,6.470,6.520
